# y+ ()       
# Time        	patch         	min           	max           	average       
3.36          	bottomWall	6.357145e-02	6.357145e-02	6.357145e-02
3.37          	bottomWall	4.898377e-02	4.898377e-02	4.898377e-02
3.38          	bottomWall	2.736811e-02	2.736811e-02	2.736811e-02
3.39          	bottomWall	3.021569e-02	3.021569e-02	3.021569e-02
3.4           	bottomWall	5.104242e-02	5.104242e-02	5.104242e-02
3.41          	bottomWall	6.550288e-02	6.550288e-02	6.550288e-02
3.42          	bottomWall	7.718267e-02	7.718267e-02	7.718267e-02
3.43          	bottomWall	8.718517e-02	8.718517e-02	8.718517e-02
3.44          	bottomWall	9.603439e-02	9.603439e-02	9.603439e-02
3.45          	bottomWall	1.040283e-01	1.040283e-01	1.040283e-01
3.46          	bottomWall	1.113557e-01	1.113557e-01	1.113557e-01
3.47          	bottomWall	1.181450e-01	1.181450e-01	1.181450e-01
3.48          	bottomWall	1.244886e-01	1.244886e-01	1.244886e-01
3.49          	bottomWall	1.304553e-01	1.304553e-01	1.304553e-01
3.5           	bottomWall	1.360986e-01	1.360986e-01	1.360986e-01
3.51          	bottomWall	1.414604e-01	1.414604e-01	1.414604e-01
3.52          	bottomWall	1.465750e-01	1.465750e-01	1.465750e-01
3.53          	bottomWall	1.514706e-01	1.514706e-01	1.514706e-01
3.54          	bottomWall	1.561708e-01	1.561708e-01	1.561708e-01
3.55          	bottomWall	1.606956e-01	1.606956e-01	1.606956e-01
3.56          	bottomWall	1.650622e-01	1.650622e-01	1.650622e-01
3.57          	bottomWall	1.692857e-01	1.692857e-01	1.692857e-01
3.58          	bottomWall	1.733791e-01	1.733791e-01	1.733791e-01
3.59          	bottomWall	1.773542e-01	1.773542e-01	1.773542e-01
3.6           	bottomWall	1.812211e-01	1.812211e-01	1.812211e-01
3.61          	bottomWall	1.849892e-01	1.849892e-01	1.849892e-01
3.62          	bottomWall	1.886667e-01	1.886667e-01	1.886667e-01
3.63          	bottomWall	1.922613e-01	1.922613e-01	1.922613e-01
3.64          	bottomWall	1.957797e-01	1.957797e-01	1.957797e-01
3.65          	bottomWall	1.992282e-01	1.992282e-01	1.992282e-01
3.66          	bottomWall	2.026124e-01	2.026124e-01	2.026124e-01
3.67          	bottomWall	2.059375e-01	2.059375e-01	2.059375e-01
3.68          	bottomWall	2.092082e-01	2.092082e-01	2.092082e-01
3.69          	bottomWall	2.124289e-01	2.124289e-01	2.124289e-01
3.7           	bottomWall	2.156036e-01	2.156036e-01	2.156036e-01
3.71          	bottomWall	2.187359e-01	2.187359e-01	2.187359e-01
3.72          	bottomWall	2.218291e-01	2.218291e-01	2.218291e-01
3.73          	bottomWall	2.248862e-01	2.248862e-01	2.248862e-01
3.74          	bottomWall	2.279101e-01	2.279101e-01	2.279101e-01
3.75          	bottomWall	2.309032e-01	2.309032e-01	2.309032e-01
3.76          	bottomWall	2.338678e-01	2.338678e-01	2.338678e-01
3.77          	bottomWall	2.368060e-01	2.368060e-01	2.368060e-01
3.78          	bottomWall	2.397196e-01	2.397196e-01	2.397196e-01
3.79          	bottomWall	2.426104e-01	2.426104e-01	2.426104e-01
3.8           	bottomWall	2.454799e-01	2.454799e-01	2.454799e-01
3.81          	bottomWall	2.483293e-01	2.483293e-01	2.483293e-01
3.82          	bottomWall	2.511599e-01	2.511599e-01	2.511599e-01
3.83          	bottomWall	2.539726e-01	2.539726e-01	2.539726e-01
3.84          	bottomWall	2.567686e-01	2.567686e-01	2.567686e-01
3.85          	bottomWall	2.595484e-01	2.595484e-01	2.595484e-01
3.86          	bottomWall	2.623128e-01	2.623128e-01	2.623128e-01
3.87          	bottomWall	2.650624e-01	2.650624e-01	2.650624e-01
3.88          	bottomWall	2.677977e-01	2.677977e-01	2.677977e-01
3.89          	bottomWall	2.705190e-01	2.705190e-01	2.705190e-01
3.9           	bottomWall	2.732266e-01	2.732266e-01	2.732266e-01
3.91          	bottomWall	2.759209e-01	2.759209e-01	2.759209e-01
3.92          	bottomWall	2.786019e-01	2.786019e-01	2.786019e-01
3.93          	bottomWall	2.812698e-01	2.812698e-01	2.812698e-01
3.94          	bottomWall	2.839247e-01	2.839247e-01	2.839247e-01
3.95          	bottomWall	2.865665e-01	2.865665e-01	2.865665e-01
3.96          	bottomWall	2.891952e-01	2.891952e-01	2.891952e-01
3.97          	bottomWall	2.918108e-01	2.918108e-01	2.918108e-01
